종목코드,종목명,ESG등급,환경,사회,지배구조,평가년도,ESG등급_ca,환경_ca,사회_ca,지배구조_ca
079160,CJ CGV,B이하,B,B이하,,2011,2.0,3.0,2.0,
009900,명신산업,,,,,,,,,
003620,쌍용자동차,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
003620,쌍용자동차,B+,B+,B이하,B+,2017,5.0,5.0,2.0,5.0
003620,쌍용자동차,B+,B+,B이하,B+,2016,5.0,5.0,2.0,5.0
003620,쌍용자동차,B+,B+,B이하,B+,2015,5.0,5.0,2.0,5.0
003620,쌍용자동차,B+,B+,B+,B+,2014,5.0,5.0,5.0,5.0
003620,쌍용자동차,B+,B+,B+,B+,2013,5.0,5.0,5.0,5.0
003620,쌍용자동차,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
003190,알바이오,,,,,,,,,
016380,KG스틸,,,,,,,,,
298020,효성티앤씨,A,A,A+,A,2021,6.0,6.0,7.0,6.0
241560,두산밥캣,B+,C,A,A,2021,5.0,1.0,6.0,6.0
241560,두산밥캣,B이하,A,B이하,B이하,2018,2.0,6.0,2.0,2.0
241560,두산밥캣,B이하,A,B이하,B이하,2017,2.0,6.0,2.0,2.0
259960,크래프톤,,,,,,,,,
009830,한화솔루션,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
298040,효성중공업,A,A,A+,A,2021,6.0,6.0,7.0,6.0
003520,영진약품,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
003520,영진약품,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
003520,영진약품,B이하,C,B+,B이하,2017,2.0,1.0,5.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
003520,영진약품,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
000880,한화,A,A,A+,A,2021,6.0,6.0,7.0,6.0
000880,한화,A,A,A,A,2018,6.0,6.0,6.0,6.0
000880,한화,A,A,A+,A,2017,6.0,6.0,7.0,6.0
000880,한화,B+,B+,B+,A,2016,5.0,5.0,5.0,6.0
000880,한화,B+,B+,B+,A,2015,5.0,5.0,5.0,6.0
000880,한화,B+,B+,A,B+,2014,5.0,5.0,6.0,5.0
000880,한화,B이하,D,B이하,B+,2013,2.0,0.0,2.0,5.0
000880,한화,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
000880,한화,B이하,A,B이하,B+,2011,2.0,6.0,2.0,5.0
004170,신세계,A,A,A+,A,2021,6.0,6.0,7.0,6.0
004170,신세계,B+,B,A+,B+,2018,5.0,3.0,7.0,5.0
004170,신세계,B+,B,A+,B+,2017,5.0,3.0,7.0,5.0
004170,신세계,B+,C,A+,B+,2016,5.0,1.0,7.0,5.0
004170,신세계,B+,C,A,B+,2015,5.0,1.0,6.0,5.0
004170,신세계,B+,B+,B+,B+,2014,5.0,5.0,5.0,5.0
004170,신세계,B+,B+,A,B+,2013,5.0,5.0,6.0,5.0
004170,신세계,B+,B+,B+,B이하,2012,5.0,5.0,5.0,2.0
004170,신세계,B이하,A,B이하,B이하,2011,2.0,6.0,2.0,2.0
019680,대교,B+,D,B+,A,2021,5.0,0.0,5.0,6.0
019680,대교,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
019680,대교,B+,A,B이하,B이하,2017,5.0,6.0,2.0,2.0
019680,대교,B+,A,B+,B이하,2016,5.0,6.0,5.0,2.0
019680,대교,B이하,A,B이하,B이하,2015,2.0,6.0,2.0,2.0
019680,대교,B+,A+,B이하,B이하,2014,5.0,7.0,2.0,2.0
019680,대교,B이하,A,B이하,B이하,2013,2.0,6.0,2.0,2.0
019680,대교,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
019680,대교,B이하,A,B이하,,2011,2.0,6.0,2.0,
002790,아모레퍼시픽그룹,A,A,A+,A,2021,6.0,6.0,7.0,6.0
002790,아모레퍼시픽그룹,A,B+,A+,A,2018,6.0,5.0,7.0,6.0
002790,아모레퍼시픽그룹,B이하,B,A,B이하,2017,2.0,3.0,6.0,2.0
002790,아모레퍼시픽그룹,B+,C,A+,B이하,2016,5.0,1.0,7.0,2.0
002790,아모레퍼시픽그룹,B이하,C,A,B이하,2015,2.0,1.0,6.0,2.0
002790,아모레퍼시픽그룹,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
002790,아모레퍼시픽그룹,B이하,B,B+,B이하,2013,2.0,3.0,5.0,2.0
002790,아모레퍼시픽그룹,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
002790,아모레퍼시픽그룹,,B,,,2011,,3.0,,
120110,코오롱인더,A,B+,A,A,2021,6.0,5.0,6.0,6.0
120110,코오롱인더,B+,B,B+,B+,2018,5.0,3.0,5.0,5.0
120110,코오롱인더,B이하,C,B+,B+,2017,2.0,1.0,5.0,5.0
120110,코오롱인더,B이하,B,B이하,B+,2016,2.0,3.0,2.0,5.0
120110,코오롱인더,B+,B,B+,B+,2015,5.0,3.0,5.0,5.0
120110,코오롱인더,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
120110,코오롱인더,B+,B+,B이하,B+,2013,5.0,5.0,2.0,5.0
120110,코오롱인더,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
008560,메리츠증권,B+,C,A,B+,2021,5.0,1.0,6.0,5.0
025000,KPX케미칼,C,B,C,C,2021,1.0,3.0,1.0,1.0
025000,KPX케미칼,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
025000,KPX케미칼,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
025000,KPX케미칼,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
025000,KPX케미칼,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
025000,KPX케미칼,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
025000,KPX케미칼,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
025000,KPX케미칼,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
025000,KPX케미칼,,B,,B이하,2011,,3.0,,2.0
000640,동아쏘시오홀딩스,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
000640,동아쏘시오홀딩스,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
000640,동아쏘시오홀딩스,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
000640,동아쏘시오홀딩스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
000640,동아쏘시오홀딩스,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
000640,동아쏘시오홀딩스,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
000640,동아쏘시오홀딩스,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
000640,동아쏘시오홀딩스,B+,B+,B이하,B+,2012,5.0,5.0,2.0,5.0
000640,동아쏘시오홀딩스,B이하,B+,B이하,B이하,2011,2.0,5.0,2.0,2.0
128940,한미약품,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
128940,한미약품,B+,B,A,B+,2018,5.0,3.0,6.0,5.0
128940,한미약품,B이하,C,B+,B이하,2017,2.0,1.0,5.0,2.0
128940,한미약품,B이하,D,B+,B이하,2016,2.0,0.0,5.0,2.0
128940,한미약품,B이하,C,B+,B+,2015,2.0,1.0,5.0,5.0
128940,한미약품,B+,B+,B+,B+,2014,5.0,5.0,5.0,5.0
128940,한미약품,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
128940,한미약품,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
036460,한국가스공사,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
036460,한국가스공사,B+,B+,A,B+,2018,5.0,5.0,6.0,5.0
036460,한국가스공사,B+,B+,B+,A,2017,5.0,5.0,5.0,6.0
036460,한국가스공사,B+,B+,B이하,A,2016,5.0,5.0,2.0,6.0
036460,한국가스공사,B+,B+,B+,A,2015,5.0,5.0,5.0,6.0
036460,한국가스공사,A,A,A,A,2014,6.0,6.0,6.0,6.0
036460,한국가스공사,B+,B+,A,B+,2013,5.0,5.0,6.0,5.0
036460,한국가스공사,B+,B+,B+,B+,2012,5.0,5.0,5.0,5.0
036460,한국가스공사,A,A,A,B+,2011,6.0,6.0,6.0,5.0
069260,티케이지휴켐스,,,,,,,,,
204320,HL만도,,,,,,,,,
035720,카카오,A,A,A+,A,2021,6.0,6.0,7.0,6.0
035720,카카오,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
001740,SK네트웍스,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
001740,SK네트웍스,A,B+,A+,B+,2018,6.0,5.0,7.0,5.0
001740,SK네트웍스,B+,B+,B+,B이하,2017,5.0,5.0,5.0,2.0
001740,SK네트웍스,B+,A,B+,B이하,2016,5.0,6.0,5.0,2.0
001740,SK네트웍스,B이하,B+,B+,B이하,2015,2.0,5.0,5.0,2.0
001740,SK네트웍스,B+,B+,A,B이하,2014,5.0,5.0,6.0,2.0
001740,SK네트웍스,B+,A,B+,B이하,2013,5.0,6.0,5.0,2.0
001740,SK네트웍스,B+,A,A,B이하,2012,5.0,6.0,6.0,2.0
001740,SK네트웍스,A+,A,A+,B이하,2011,7.0,6.0,7.0,2.0
069960,현대백화점,A,A,A+,A,2021,6.0,6.0,7.0,6.0
069960,현대백화점,B이하,B+,B+,B이하,2018,2.0,5.0,5.0,2.0
069960,현대백화점,B+,B+,B+,B이하,2017,5.0,5.0,5.0,2.0
069960,현대백화점,B+,B+,B+,B이하,2016,5.0,5.0,5.0,2.0
069960,현대백화점,B+,B+,B+,B이하,2015,5.0,5.0,5.0,2.0
069960,현대백화점,B이하,B+,B+,B이하,2014,2.0,5.0,5.0,2.0
069960,현대백화점,B이하,B,B+,B이하,2013,2.0,3.0,5.0,2.0
069960,현대백화점,B이하,B+,B+,B이하,2012,2.0,5.0,5.0,2.0
069960,현대백화점,B+,B+,B+,,2011,5.0,5.0,5.0,
